,community,clean,smell,noise,town,district,longitude,latitude,score,coordinates,mobike_count,service_count,leisure_count,culture_count,classe
30,丰怡苑居委会,2,1,1,曹路镇,浦东新区,121.671410156153,31.2682205629286,0.8333333333333333,POINT (121.671410156153 31.2682205629286),-0.9281103829059966,-1.0562015104836098,-0.79015692019376,-0.8509374217465573,happy
31,临汾路一二四四弄居委会,3,1,1,彭浦新村街道,静安区,121.4383433044,31.3140192557841,0.9166666666666665,POINT (121.4383433044 31.3140192557841),0.7442631181917772,-0.3300055198116762,0.5467973889796612,-0.0074737289237464645,very happy
32,丽二居委会,3,1,1,打浦桥街道,黄浦区,121.474220823931,31.2091499172349,0.9166666666666665,POINT (121.474220823931 31.2091499172349),1.6814135940391364,1.2434191266441799,0.41310195806231914,1.679453656721875,very happy
33,九城湖滨社区居委会,3,1,0,九里亭街道,松江区,121.314838209016,31.1507703672587,0.5833333333333333,POINT (121.314838209016 31.1507703672587),-0.7796850773390115,-0.4510381849236651,-0.79015692019376,-0.0074737289237464645,very unhappy
34,九茂居委会,2,1,0,长寿路街道,普陀区,121.436921996053,31.2423449443637,0.5,POINT (121.436921996053 31.2423449443637),1.0514689832025137,2.2116804475400915,0.6136451044383323,0.8359899638990643,very unhappy
35,云南居委会,3,1,1,外滩街道,黄浦区,121.477493438871,31.2287098614709,0.9166666666666665,POINT (121.477493438871 31.2287098614709),1.567505801394706,3.300974433547992,5.292985186545307,1.679453656721875,very happy
36,交大新村居委会,3,1,1,徐家汇街道,徐汇区,121.422759228755,31.193064227632,0.9166666666666665,POINT (121.422759228755 31.193064227632),0.4284278749504019,1.9696151173161138,1.6832085517770694,2.5229173495446857,very happy
37,交通公园居委会,3,1,1,芷江西路街道,静安区,121.463362397856,31.2500182289581,0.9166666666666665,POINT (121.463362397856 31.2500182289581),0.9565458226654884,0.3961904708602574,0.21255881168630592,-0.0074737289237464645,very happy
38,交通社区居委会,3,1,0,堡镇,崇明区,121.615000395751,31.5434368736129,0.5833333333333333,POINT (121.615000395751 31.5434368736129),-0.9401915124288907,-0.4510381849236651,-0.5227660583590759,-0.0074737289237464645,very unhappy
39,亭中居委会,3,1,0,九亭镇,松江区,121.326948402346,31.130158222524,0.5833333333333333,POINT (121.326948402346 31.130158222524),-0.783136828631267,-0.3300055198116762,-0.5227660583590759,-0.8509374217465573,very unhappy
40,仓桥社区居委会,4,1,1,夏阳街道,青浦区,121.123877371743,31.1588531662407,1.0,POINT (121.123877371743 31.1588531662407),-0.9401915124288907,-0.814136180259632,-0.38907062744173365,-0.42920557533515186,very happy
41,众乐里居委会,2,1,1,江宁路街道,静安区,121.446789616547,31.2347919953543,0.8333333333333333,POINT (121.446789616547 31.2347919953543),1.211975418292393,2.8168437731000364,1.282122259025043,1.679453656721875,happy
42,伟业居委会,3,1,1,沪东新村街道,浦东新区,121.57911954603,31.2845291378095,0.9166666666666665,POINT (121.57911954603 31.2845291378095),-0.8314613467228434,-0.4510381849236651,-0.5896137738177468,-0.8509374217465573,very happy
43,佳木斯路三一五弄居委会,1,1,1,五角场镇,杨浦区,121.534568863062,31.297852523775,0.75,POINT (121.534568863062 31.297852523775),1.755626246822629,-0.4510381849236651,-0.18852748106572048,-0.0074737289237464645,unhappy
44,侯黄桥社区居委会,3,1,0,嘉定镇街道,嘉定区,121.231667486165,31.3743961388707,0.5833333333333333,POINT (121.231667486165 31.3743961388707),-0.9298362585521243,-0.814136180259632,-0.5227660583590759,-0.8509374217465573,very unhappy
45,元丰花园居委会,3,1,1,北新泾街道,长宁区,121.374800250131,31.2195953377546,0.9166666666666665,POINT (121.374800250131 31.2195953377546),-0.36892667356061093,-0.20897285469968727,-0.32222291198306263,-0.0074737289237464645,very happy
46,元吉新村居委会,3,1,1,马桥镇,闵行区,121.379520352682,31.0468922848511,0.9166666666666665,POINT (121.379520352682 31.0468922848511),-0.9350138854905075,-1.0562015104836098,-0.8570046356524311,-0.8509374217465573,very happy
47,兆庆居委会,2,1,1,提篮桥街道,虹口区,121.498237282124,31.2568522599239,0.8333333333333333,POINT (121.498237282124 31.2568522599239),0.9858857086496599,0.6382558010842353,0.14571109622763484,-0.0074737289237464645,happy
48,光华绿苑居委会,3,1,1,华泾镇,徐汇区,121.448506461004,31.1131900902504,0.9166666666666665,POINT (121.448506461004 31.1131900902504),-0.7589745695854787,-0.814136180259632,-0.9238523511111022,-0.8509374217465573,very happy
49,光明社区居委会,2,1,0,堡镇,崇明区,121.610751852715,31.5345688297877,0.5,POINT (121.610751852715 31.5345688297877),-0.9401915124288907,-0.814136180259632,-0.5896137738177468,-0.0074737289237464645,very unhappy
50,共富新村第五居委会,3,1,1,顾村镇,宝山区,121.423363615438,31.3473855974673,0.9166666666666665,POINT (121.423363615438 31.3473855974673),-0.7399899374780736,-0.814136180259632,-0.38907062744173365,-0.8509374217465573,very happy
51,共康八村一居委会,2,1,1,庙行镇,宝山区,121.428870038421,31.3261098187132,0.8333333333333333,POINT (121.428870038421 31.3261098187132),-0.28263289125422425,-0.9351688453716208,-0.18852748106572048,-0.8509374217465573,happy
52,共康六村一居委会,3,1,1,庙行镇,宝山区,121.436393796336,31.329580726969,0.9166666666666665,POINT (121.436393796336 31.329580726969),0.5423356675948323,-0.4510381849236651,0.5467973889796612,-0.8509374217465573,very happy
53,共康四村第二居委会,3,1,1,彭浦新村街道,静安区,121.429496286724,31.3192593175634,0.9166666666666665,POINT (121.429496286724 31.3192593175634),-0.44831695328248666,-0.814136180259632,-0.18852748106572048,-0.42920557533515186,very happy
54,凉城新村第一居委会,3,1,1,凉城新村街道,虹口区,121.471474570495,31.2925805324656,0.9166666666666665,POINT (121.471474570495 31.2925805324656),1.224056547815287,0.03309247552429061,-0.054832050148378345,-0.0074737289237464645,very happy
55,凉城新村第四居委会,3,1,1,凉城新村街道,虹口区,121.470228327775,31.2982741781108,0.9166666666666665,POINT (121.470228327775 31.2982741781108),1.0963417500018349,-0.693103515147643,-0.054832050148378345,-0.0074737289237464645,very happy
56,凌兆新村第九居委会,1,1,1,东明路街道,浦东新区,121.492403679486,31.1476944160644,0.75,POINT (121.492403679486 31.1476944160644),-0.7192794297245408,-0.3300055198116762,-0.38907062744173365,-0.8509374217465573,unhappy
57,凌兆新村第十一居委会,2,1,1,东明路街道,浦东新区,121.488891100244,31.1468793640914,0.8333333333333333,POINT (121.488891100244 31.1468793640914),-0.7693298234622451,-0.20897285469968727,-0.38907062744173365,-0.8509374217465573,happy
58,凌兆新村第十二居委会,2,1,1,东明路街道,浦东新区,121.485772901598,31.1461890049187,0.8333333333333333,POINT (121.485772901598 31.1461890049187),-0.783136828631267,-0.20897285469968727,-0.6564614892764179,-0.8509374217465573,happy
59,凌河路四居委会,3,1,1,浦兴路街道,浦东新区,121.589557094784,31.2786895591758,0.9166666666666665,POINT (121.589557094784 31.2786895591758),-0.7279088079551795,-0.572070850035654,-0.5227660583590759,0.4142581174876589,very happy
60,凤翔居委会,2,0,1,朱泾镇,金山区,121.162573415131,30.9026065378614,0.5,POINT (121.162573415131 30.9026065378614),-0.9401915124288907,-0.20897285469968727,-0.12167976560704942,0.4142581174876589,very unhappy
61,北唐社区居委会,4,1,0,青村镇,奉贤区,121.571791627181,30.929096142473,0.6666666666666666,POINT (121.571791627181 30.929096142473),-0.9401915124288907,-0.9351688453716208,-0.9238523511111022,-0.8509374217465573,very unhappy
62,北圩居委会,3,1,1,朱泾镇,金山区,121.154689297073,30.9019256593417,0.9166666666666665,POINT (121.154689297073 30.9019256593417),-0.9401915124288907,-0.4510381849236651,-0.32222291198306263,-0.0074737289237464645,very happy
63,北翟路居委会,2,1,1,北新泾街道,长宁区,121.360085186682,31.2251334726316,0.8333333333333333,POINT (121.360085186682 31.2251334726316),0.3473117195823984,0.03309247552429061,-0.054832050148378345,-0.42920557533515186,happy
64,千步泾社区居委会,3,1,1,夏阳街道,青浦区,121.133898744831,31.1579135356811,0.9166666666666665,POINT (121.133898744831 31.1579135356811),-0.9401915124288907,-0.9351688453716208,-0.9238523511111022,-0.42920557533515186,very happy
65,华东花苑第二居委会,2,1,0,长桥街道,徐汇区,121.430278487362,31.1502784677771,0.5,POINT (121.430278487362 31.1502784677771),0.21096754353830752,-0.4510381849236651,-0.6564614892764179,-0.0074737289237464645,very unhappy
66,华富居委会,2,1,1,漕河泾街道,徐汇区,121.438849971648,31.1753949722002,0.8333333333333333,POINT (121.438849971648 31.1753949722002),0.7287302373766276,0.2751578057482685,-0.32222291198306263,-0.0074737289237464645,happy
67,华建居委会,2,1,1,华泾镇,徐汇区,121.435082532632,31.1219310850515,0.8333333333333333,POINT (121.435082532632 31.1219310850515),-0.6001940101417272,-0.9351688453716208,-0.79015692019376,-0.42920557533515186,happy
68,华松居委会,3,1,1,新泾镇,长宁区,121.353284827233,31.2124451384324,0.9166666666666665,POINT (121.353284827233 31.2124451384324),0.014217719879745894,-0.20897285469968727,-0.32222291198306263,-0.42920557533515186,very happy
69,华林路第三居委会,3,1,1,七宝镇,闵行区,121.348423955601,31.1424463602114,0.9166666666666665,POINT (121.348423955601 31.1424463602114),-0.7417158131242013,0.5172231359722463,-0.12167976560704942,-0.0074737289237464645,very happy
70,华浜居委会,2,1,1,淞南镇,宝山区,121.492534273637,31.3506431505609,0.8333333333333333,POINT (121.492534273637 31.3506431505609),-0.30679515030001253,-0.4510381849236651,-0.5896137738177468,-0.8509374217465573,happy
71,华阳路三居委会,2,1,1,华阳路街道,长宁区,121.419661886287,31.2246765396906,0.8333333333333333,POINT (121.419661886287 31.2246765396906),0.6165483203783249,0.7592884661962241,1.415817689942385,3.788112888778902,happy
72,华阳路二居委会,2,0,1,华阳路街道,长宁区,121.418177060622,31.2282570780017,0.5,POINT (121.418177060622 31.2282570780017),0.4905593982110003,0.03309247552429061,1.1484268281077008,4.6315765816017125,very unhappy
73,华阴路居委会,2,1,0,宜川路街道,普陀区,121.440627226265,31.263440063708,0.5,POINT (121.440627226265 31.263440063708),1.0031444651109371,0.2751578057482685,0.5467973889796612,-0.0074737289237464645,very unhappy
74,南丹居委会,3,1,1,徐家汇街道,徐汇区,121.425687062508,31.1936445124842,0.9166666666666665,POINT (121.425687062508 31.1936445124842),0.5820308074557702,1.7275497870921357,3.3544014382438463,2.9446491959560914,very happy
75,南塘居委会,3,1,1,打浦桥街道,黄浦区,121.46764930597,31.205779277092,0.9166666666666665,POINT (121.46764930597 31.205779277092),1.6814135940391364,0.8803211313082131,0.07886338076896379,2.5229173495446857,very happy
76,南天潼居委会,3,1,1,四川北路街道,虹口区,121.479316272927,31.2463397886504,0.9166666666666665,POINT (121.479316272927 31.2463397886504),0.9410129418503388,1.8485824522041245,5.426680617462649,2.5229173495446857,very happy
77,南新六村居委会,2,1,1,北蔡镇,浦东新区,121.533023506729,31.1744647665357,0.8333333333333333,POINT (121.533023506729 31.1744647665357),-0.6864877924481139,-0.3300055198116762,-0.25537519652439156,-0.42920557533515186,happy
78,南新四村居委会,2,1,1,北蔡镇,浦东新区,121.536963742382,31.1753586144085,0.8333333333333333,POINT (121.536963742382 31.1753586144085),-0.6933912950326249,-0.4510381849236651,-0.5227660583590759,-0.42920557533515186,happy
79,南杨居委会,2,1,1,北蔡镇,浦东新区,121.530174224261,31.1735814596167,0.8333333333333333,POINT (121.530174224261 31.1735814596167),-0.7296346836013072,-0.3300055198116762,-0.12167976560704942,-0.42920557533515186,happy
80,南郊别墅居委会,3,1,1,莘庄工业区,闵行区,121.367288597091,31.0821793446011,0.9166666666666665,POINT (121.367288597091 31.0821793446011),-0.9350138854905075,-0.9351688453716208,-0.8570046356524311,-0.8509374217465573,very happy
81,古美路第一居委会,3,1,0,虹梅路街道,徐汇区,121.394937516853,31.1581852838238,0.5833333333333333,POINT (121.394937516853 31.1581852838238),-0.3723784248528664,0.15412514063627955,0.012015665310292719,-0.8509374217465573,very unhappy
82,叶家宅居委会,2,1,1,长寿路街道,普陀区,121.424506258057,31.2378461613712,0.8333333333333333,POINT (121.424506258057 31.2378461613712),0.8564450351900799,0.8803211313082131,0.41310195806231914,1.679453656721875,happy
83,合一居委会,2,1,1,淮海中路街道,黄浦区,121.475255543408,31.2173917271465,0.8333333333333333,POINT (121.475255543408 31.2173917271465),1.353497221274867,1.364451791756169,2.017447129070425,0.4142581174876589,happy
84,合生城邦城第三居委会,3,1,1,江川路街道,闵行区,121.401391261397,31.0188818646064,0.9166666666666665,POINT (121.401391261397 31.0188818646064),-0.9298362585521243,-0.9351688453716208,-0.79015692019376,-0.42920557533515186,very happy
85,合生城邦城第二居委会,3,1,1,江川路街道,闵行区,121.400606484201,31.0233309051971,0.9166666666666665,POINT (121.400606484201 31.0233309051971),-0.9332880098443798,-1.0562015104836098,-0.723309204735089,-0.42920557533515186,very happy
86,合阳居委会,2,1,0,甘泉路街道,普陀区,121.43522442047,31.2656438955493,0.5,POINT (121.43522442047 31.2656438955493),0.8737037916513571,0.15412514063627955,0.07886338076896379,-0.42920557533515186,very unhappy
87,吉浦一居委会,2,1,0,五角场街道,杨浦区,121.487057065131,31.3085812631148,0.5,POINT (121.487057065131 31.3085812631148),2.306180577937376,0.03309247552429061,-0.38907062744173365,-0.42920557533515186,very unhappy
88,吉浦居委会,3,1,1,五角场街道,杨浦区,121.486435044541,31.3114725646072,0.9166666666666665,POINT (121.486435044541 31.3114725646072),2.753182370284459,-0.3300055198116762,-0.5227660583590759,-0.42920557533515186,very happy
89,吉祥居委会,2,1,1,四川北路街道,虹口区,121.483866444081,31.2681006608169,0.8333333333333333,POINT (121.483866444081 31.2681006608169),1.885066920282209,2.937876438212025,0.47994967352099016,0.8359899638990643,happy
90,吉祥居委会,2,1,1,平凉路街道,杨浦区,121.515043531933,31.2585312159429,0.8333333333333333,POINT (121.515043531933 31.2585312159429),0.8616226621284631,0.2751578057482685,-0.38907062744173365,0.8359899638990643,happy
91,名都新城居委会,3,1,1,莘庄镇,闵行区,121.386031830104,31.1096367762162,0.9166666666666665,POINT (121.386031830104 31.1096367762162),-0.46212395845150855,0.15412514063627955,-0.18852748106572048,-0.0074737289237464645,very happy
92,呼玛五村居委会,2,1,1,张庙街道,宝山区,121.43586644468,31.3453607460016,0.8333333333333333,POINT (121.43586644468 31.3453607460016),-0.3050692746538848,-0.572070850035654,-0.79015692019376,-0.8509374217465573,happy
93,和合居委会,2,1,1,康桥镇,浦东新区,121.573498388439,31.1529914049294,0.8333333333333333,POINT (121.573498388439 31.1529914049294),-0.8435424762457376,-0.572070850035654,-0.79015692019376,-0.8509374217465573,happy
94,和泰苑居委会,2,1,0,大场镇,宝山区,121.405924249204,31.3294025910568,0.5,POINT (121.405924249204 31.3294025910568),-0.7399899374780736,-0.4510381849236651,-0.18852748106572048,-0.0074737289237464645,very unhappy
95,嘉中社区居委会,3,1,0,嘉定镇街道,嘉定区,121.246424070414,31.3935261711959,0.5833333333333333,POINT (121.246424070414 31.3935261711959),-0.9367397611366353,-0.08794018958769832,0.47994967352099016,-0.42920557533515186,very unhappy
96,嘉萱苑居委会,3,1,1,漕河泾街道,徐汇区,121.432803014747,31.1680942416559,0.9166666666666665,POINT (121.432803014747 31.1680942416559),0.5647720509944929,0.6382558010842353,-0.18852748106572048,0.4142581174876589,very happy
97,四团居委会,2,1,0,四团镇,奉贤区,121.717035308632,30.9443243779677,0.5,POINT (121.717035308632 30.9443243779677),-0.9401915124288907,-0.4510381849236651,-0.6564614892764179,-0.8509374217465573,very unhappy
98,团结花苑居委会,3,1,1,莘庄镇,闵行区,121.366252603275,31.1056530601406,0.9166666666666665,POINT (121.366252603275 31.1056530601406),-0.7814109529851392,-0.3300055198116762,0.34625424260364807,1.2577218103104697,very happy
99,国定一居委会,2,1,1,五角场街道,杨浦区,121.503809114598,31.3082623994902,0.8333333333333333,POINT (121.503809114598 31.3082623994902),1.619282070778538,0.3961904708602574,0.8141882508143455,1.2577218103104697,happy
100,国年居委会,2,1,1,五角场街道,杨浦区,121.505381748269,31.2932536840103,0.8333333333333333,POINT (121.505381748269 31.2932536840103),1.4466945061657646,-0.20897285469968727,0.012015665310292719,1.2577218103104697,happy
101,地方天园居委会,2,1,0,长寿路街道,普陀区,121.419246582963,31.2407351920755,0.5,POINT (121.419246582963 31.2407351920755),0.6838574705773065,1.2434191266441799,-0.054832050148378345,1.2577218103104697,very unhappy
102,场西居委会,3,1,0,新桥镇,松江区,121.329969813256,31.0874496262992,0.5833333333333333,POINT (121.329969813256 31.0874496262992),-0.9315621341982521,-0.9351688453716208,-0.8570046356524311,-0.8509374217465573,very unhappy
103,城西居委会,3,1,1,杨行镇,宝山区,121.438999205149,31.4075400548297,0.9166666666666665,POINT (121.438999205149 31.4075400548297),-0.8608012327070149,-0.9351688453716208,-0.8570046356524311,-0.8509374217465573,very happy
104,城西居委会,3,1,1,川沙新镇,浦东新区,121.686948228777,31.2025967994028,0.9166666666666665,POINT (121.686948228777 31.2025967994028),-0.9332880098443798,-0.08794018958769832,0.21255881168630592,-0.8509374217465573,very happy
105,城西居委会,3,1,1,城桥镇,崇明区,121.381668039848,31.6290707765951,0.9166666666666665,POINT (121.381668039848 31.6290707765951),-0.9401915124288907,-1.0562015104836098,-0.723309204735089,-0.8509374217465573,very happy
106,培花新村四居委会,2,1,1,花木街道,浦东新区,121.559701215338,31.1954442744337,0.8333333333333333,POINT (121.559701215338 31.1954442744337),-0.7261829323090517,-0.814136180259632,-0.4559183429004047,-0.8509374217465573,happy
107,塘园居委会,2,1,1,朱泾镇,金山区,121.157496309607,30.8858611703568,0.8333333333333333,POINT (121.157496309607 30.8858611703568),-0.9401915124288907,-0.572070850035654,-0.5227660583590759,-0.8509374217465573,happy
108,墨玉社区居委会,2,1,1,安亭镇,嘉定区,121.165329941523,31.3259569879247,0.8333333333333333,POINT (121.165329941523 31.3259569879247),-0.9401915124288907,-1.0562015104836098,-0.9238523511111022,-0.8509374217465573,happy
109,复兴居委会,2,1,1,淮海中路街道,黄浦区,121.470434313892,31.217398517028,0.8333333333333333,POINT (121.470434313892 31.217398517028),1.1049711282324735,1.122386461532191,1.6163608363183983,0.4142581174876589,happy
110,复兴居委会,2,1,1,亭林镇,金山区,121.311641166806,30.8857280554054,0.8333333333333333,POINT (121.311641166806 30.8857280554054),-0.9401915124288907,-0.693103515147643,-0.32222291198306263,-0.8509374217465573,happy
111,复兴岛居委会,3,1,1,定海路街道,杨浦区,121.558199209925,31.2867773439992,0.9166666666666665,POINT (121.558199209925 31.2867773439992),-0.310246901592268,-0.9351688453716208,-0.8570046356524311,-0.8509374217465573,very happy
112,大华三村五居委会,2,1,0,大场镇,宝山区,121.410092864993,31.2856583886238,0.5,POINT (121.410092864993 31.2856583886238),0.5388839163025768,-0.4510381849236651,-0.18852748106572048,-0.42920557533515186,very unhappy
113,大华四村第五居委会,3,1,0,大场镇,宝山区,121.404209448007,31.283645623147,0.5833333333333333,POINT (121.404209448007 31.283645623147),0.6251776986089636,-0.20897285469968727,-0.32222291198306263,-0.8509374217465573,very unhappy
114,大华四村第六居委会,3,1,1,大场镇,宝山区,121.401011060412,31.280088548148,0.9166666666666665,POINT (121.401011060412 31.280088548148),0.3196977092443547,-0.3300055198116762,-0.12167976560704942,-0.8509374217465573,very happy
115,大唐花园居委会,2,1,0,顾村镇,宝山区,121.397349205401,31.3438717591744,0.5,POINT (121.397349205401 31.3438717591744),-0.8418166005996099,-0.572070850035654,-0.38907062744173365,-0.8509374217465573,very unhappy
116,大桥居委会,2,1,1,华泾镇,徐汇区,121.45443479463,31.1250648698479,0.8333333333333333,POINT (121.45443479463 31.1250648698479),-0.6657772846945811,-1.0562015104836098,-0.8570046356524311,-0.8509374217465573,happy
117,大统居委会,2,1,1,芷江西路街道,静安区,121.45568187282,31.2569754382658,0.8333333333333333,POINT (121.45568187282 31.2569754382658),0.8650744134207184,0.7592884661962241,0.41310195806231914,-0.0074737289237464645,happy
118,大连新村第二居委会,3,1,1,欧阳路街道,虹口区,121.487996798213,31.2751162801922,0.9166666666666665,POINT (121.487996798213 31.2751162801922),1.9920712103421285,1.6065171219801466,0.012015665310292719,2.1011855031332805,very happy
119,大连西路四弄居委会,3,1,1,四平路街道,杨浦区,121.496218375177,31.280042761864,0.9166666666666665,POINT (121.496218375177 31.280042761864),2.2682113137225657,1.2434191266441799,-0.18852748106572048,2.1011855031332805,very happy
120,天原二村居委会,3,1,0,仙霞新村街道,长宁区,121.38592944139,31.2150598417383,0.5833333333333333,POINT (121.38592944139 31.2150598417383),-0.20496848717847627,-0.08794018958769832,-0.054832050148378345,-0.0074737289237464645,very unhappy
121,天钥新村第三居委会,3,1,1,枫林路街道,徐汇区,121.443156665747,31.1878363705521,0.9166666666666665,POINT (121.443156665747 31.1878363705521),1.372481853382272,1.6065171219801466,0.21255881168630592,1.2577218103104697,very happy
122,天馨花园第一居委会,2,1,1,杨行镇,宝山区,121.426125248181,31.365110795227,0.8333333333333333,POINT (121.426125248181 31.365110795227),-0.6778584142174752,-0.572070850035654,-0.25537519652439156,-0.8509374217465573,happy
123,天马社区居委会,2,1,1,马陆镇,嘉定区,121.28167212207,31.3361120524293,0.8333333333333333,POINT (121.28167212207 31.3361120524293),-0.9350138854905075,-0.20897285469968727,-0.5896137738177468,-0.8509374217465573,happy
124,天马社区居委会,2,1,1,佘山镇,松江区,121.143875959408,31.0761689775163,0.8333333333333333,POINT (121.143875959408 31.0761689775163),-0.9401915124288907,-0.814136180259632,-0.8570046356524311,-0.8509374217465573,happy
125,好日子大家园第二居委会,3,1,1,顾村镇,宝山区,121.3561427333,31.3535919762887,0.9166666666666665,POINT (121.3561427333 31.3535919762887),-0.7589745695854787,-0.693103515147643,-0.723309204735089,-0.8509374217465573,very happy
126,妙港居委会,3,1,0,川沙新镇,浦东新区,121.691223800038,31.1881207137,0.5833333333333333,POINT (121.691223800038 31.1881207137),-0.9281103829059966,0.5172231359722463,-0.054832050148378345,-0.8509374217465573,very unhappy
127,威宁居委会,3,1,1,仙霞新村街道,长宁区,121.381427854312,31.2105263395189,0.9166666666666665,POINT (121.381427854312 31.2105263395189),-0.2550188809161805,-0.3300055198116762,-0.12167976560704942,-0.0074737289237464645,very happy
128,娄塘社区居委会,1,1,0,徐行镇,嘉定区,121.211117730099,31.4302241638141,0.41666666666666663,POINT (121.211117730099 31.4302241638141),-0.9401915124288907,-0.572070850035654,-0.723309204735089,-0.8509374217465573,very unhappy
129,学宫新村居委会,3,1,0,城桥镇,崇明区,121.401781123799,31.6183514351706,0.5833333333333333,POINT (121.401781123799 31.6183514351706),-0.9401915124288907,-0.572070850035654,-0.4559183429004047,-0.42920557533515186,very unhappy
130,安图新村居委会,3,1,1,长白新村街道,杨浦区,121.537107193242,31.2924166867807,0.9166666666666665,POINT (121.537107193242 31.2924166867807),2.1215118838017086,-0.3300055198116762,-0.38907062744173365,0.8359899638990643,very happy
131,宛南六村居委会,4,1,1,枫林路街道,徐汇区,121.441752761081,31.1813857826278,1.0,POINT (121.441752761081 31.1813857826278),1.0980676256479625,1.122386461532191,0.07886338076896379,1.2577218103104697,very happy
132,宝宸怡景园居委会,3,1,1,庙行镇,宝山区,121.42988148794,31.3329153123918,0.9166666666666665,POINT (121.42988148794 31.3329153123918),-0.3223280311151621,-0.814136180259632,-0.32222291198306263,-0.8509374217465573,very happy
133,宝宸怡景园居委会,3,1,1,庙行镇,宝山区,121.42988148794,31.3329153123918,0.9166666666666665,POINT (121.42988148794 31.3329153123918),-0.3223280311151621,-0.814136180259632,-0.32222291198306263,-0.8509374217465573,very happy
134,宝杨路二零二一弄居委会,3,1,1,杨行镇,宝山区,121.459723037588,31.3921055040657,0.9166666666666665,POINT (121.459723037588 31.3921055040657),-0.9004963725679528,-0.814136180259632,-0.8570046356524311,-0.8509374217465573,very happy
135,宾阳路居委会,2,1,1,漕河泾街道,徐汇区,121.431477385273,31.1635777231334,0.8333333333333333,POINT (121.431477385273 31.1635777231334),0.38873273508946404,0.2751578057482685,-0.25537519652439156,-0.0074737289237464645,happy
136,富丽居委会,3,1,1,罗店镇,宝山区,121.361038682988,31.3902382740771,0.9166666666666665,POINT (121.361038682988 31.3902382740771),-0.9004963725679528,-0.693103515147643,-0.5227660583590759,-0.8509374217465573,very happy
137,富民居委会,3,1,1,张堰镇,金山区,121.282904605163,30.809224335135,0.9166666666666665,POINT (121.282904605163 30.809224335135),-0.9401915124288907,-0.814136180259632,-0.5896137738177468,-0.8509374217465573,very happy
138,富特三居委会,3,1,0,高桥镇,浦东新区,121.583199098359,31.3362725625287,0.5833333333333333,POINT (121.583199098359 31.3362725625287),-0.8815117404605478,-0.693103515147643,-0.723309204735089,-0.8509374217465573,very unhappy
139,富辰居委会,3,1,1,罗店镇,宝山区,121.355942581984,31.3872284563282,0.9166666666666665,POINT (121.355942581984 31.3872284563282),-0.8987704969218251,-0.693103515147643,-0.5227660583590759,-0.8509374217465573,very happy
140,寿光路二居委会,2,1,1,沪东新村街道,浦东新区,121.580181118363,31.2773638424674,0.8333333333333333,POINT (121.580181118363 31.2773638424674),-0.7727815747545006,-0.4510381849236651,-0.5227660583590759,-0.42920557533515186,happy
141,小寅居委会,2,1,1,九亭镇,松江区,121.286581648824,31.1436060081108,0.8333333333333333,POINT (121.286581648824 31.1436060081108),-0.9332880098443798,-1.0562015104836098,-0.9238523511111022,-0.8509374217465573,happy
142,屹立家园居委会,3,1,1,庙行镇,宝山区,121.427833296369,31.3285692477726,0.9166666666666665,POINT (121.427833296369 31.3285692477726),-0.3602972953299723,-0.9351688453716208,-0.18852748106572048,-0.8509374217465573,very happy
143,州桥社区居委会,3,0,0,嘉定镇街道,嘉定区,121.246104141992,31.3849543073954,0.25,POINT (121.246104141992 31.3849543073954),-0.9298362585521243,0.3961904708602574,0.9478836817316877,0.4142581174876589,very unhappy
144,左家宅居委会,3,1,1,新华路街道,长宁区,121.419795496764,31.2016672637332,0.9166666666666665,POINT (121.419795496764 31.2016672637332),0.7097456052692225,0.3961904708602574,0.14571109622763484,2.1011855031332805,very happy
145,市一(1)居委会,2,1,0,殷行街道,杨浦区,121.530083990783,31.3181246537298,0.5,POINT (121.530083990783 31.3181246537298),3.2088135408621805,0.15412514063627955,-0.4559183429004047,0.4142581174876589,very unhappy
146,市光路第三居委会,3,1,1,五角场镇,杨浦区,121.513155471847,31.3124795570859,0.9166666666666665,POINT (121.513155471847 31.3124795570859),2.157755272370391,-0.3300055198116762,0.5467973889796612,-0.0074737289237464645,very happy
147,市光路第三居委会,2,1,1,五角场镇,杨浦区,121.513155471847,31.3124795570859,0.8333333333333333,POINT (121.513155471847 31.3124795570859),2.157755272370391,-0.3300055198116762,0.5467973889796612,-0.0074737289237464645,happy
148,平塘居委会,3,0,1,新泾镇,长宁区,121.359549556766,31.2142011735453,0.5833333333333333,POINT (121.359549556766 31.2142011735453),0.28518019632180003,0.7592884661962241,0.6136451044383323,-0.0074737289237464645,very unhappy
149,平望街居委会,2,1,1,南京东路街道,黄浦区,121.475349197007,31.2331286110965,0.8333333333333333,POINT (121.475349197007 31.2331286110965),1.3707559777361444,4.027170424219926,6.362548633884044,2.1011855031332805,happy
150,幸福一村居委会,2,1,1,彭浦镇,静安区,121.438880879549,31.306073790473,0.8333333333333333,POINT (121.438880879549 31.306073790473),0.5889343100402812,-0.20897285469968727,0.14571109622763484,-0.0074737289237464645,happy
