,community,clean,smell,noise,town,district,longitude,latitude,score,coordinates,mobike_count,service_count,leisure_count,culture_count,classe,real_estate
171,新乐居委会,2,1,0,竖新镇,崇明区,121.577382193433,31.5660147735629,0.5,POINT (121.577382193433 31.5660147735629),-1.326519186130521,-1.2188414502504985,-1.0299362874257978,-1.0196066547594451,very unhappy,-0.9939356435893337
172,新华里居委会,2,1,1,大桥街道,杨浦区,121.530219041975,31.2629813249282,0.8333333333333333,POINT (121.530219041975 31.2629813249282),0.8596880552889783,-0.547803394191533,-0.31137608689617147,-0.6285852893307142,happy,0.022444419606921878
174,新城尚景居委会,2,1,1,淞南镇,宝山区,121.477997735507,31.3440198496364,0.8333333333333333,POINT (121.477997735507 31.3440198496364),-0.6168240404598997,-0.4359637181817054,-0.19161605347456706,-1.0196066547594451,happy,-0.5257190028378588
175,新宜居委会,2,1,0,甘泉路街道,普陀区,121.433434108597,31.2673962029724,0.5,POINT (121.433434108597 31.2673962029724),0.42521614903696364,-0.10044469015222258,-0.13173603676376483,-1.0196066547594451,very unhappy,0.10746589795241128
176,新宝社区居委会,1,1,1,嘉定工业区,嘉定区,121.191829968378,31.4041773341167,0.75,POINT (121.191829968378 31.4041773341167),-1.326519186130521,-1.2188414502504985,-0.9700562707149956,-1.0196066547594451,very unhappy,-0.6473451543100824
177,新成居委会,4,1,1,南京西路街道,静安区,121.460286307267,31.2309321060319,1.0,POINT (121.460286307267 31.2309321060319),0.4373328954264621,1.8008298020148465,0.5868241637658617,0.15345744152674717,very happy,0.6685700561477936
178,新曹杨居委会,2,1,1,长征镇,普陀区,121.388985967228,31.2375225915943,0.8333333333333333,POINT (121.388985967228 31.2375225915943),-0.17023538781838682,-0.21228436616205018,0.22754406350104836,-1.0196066547594451,happy,0.45453942871102115
179,新桥居委会,3,1,1,南京东路街道,黄浦区,121.460605005416,31.2418957069214,0.9166666666666665,POINT (121.460605005416 31.2418957069214),0.15345483715821362,1.2416314219657085,1.0658642974522792,0.5444788069554779,very happy,0.6513828819530543
180,新桥居委会,3,1,1,天目西路街道,静安区,121.452173394486,31.2415690686576,0.9166666666666665,POINT (121.452173394486 31.2415690686576),0.3040486851419796,1.8008298020148465,0.9461042640306747,0.9355001723842087,very happy,0.6328018780955401
181,新桥居委会,3,1,1,张庙街道,宝山区,121.448258999952,31.3412723542357,0.9166666666666665,POINT (121.448258999952 31.3412723542357),-0.4177632069181401,-0.3241240421718778,-0.4311361203177759,-0.6285852893307142,very happy,-0.5369343692934065
182,新桥居委会,3,1,1,罗店镇,宝山区,121.340530951342,31.4122762480504,0.9166666666666665,POINT (121.340530951342 31.4122762480504),-1.3178643672808792,-0.9951620982308435,0.46706413034425726,-0.6285852893307142,very happy,-2.118085627504757
183,新桥居委会,3,1,1,南码头路街道,浦东新区,121.503794218228,31.191124067122,0.9166666666666665,POINT (121.503794218228 31.191124067122),-1.065143656871341,-0.3241240421718778,-0.790416220582589,-1.0196066547594451,very happy,-1.9090576586281656
184,新桥居委会,2,1,0,南京东路街道,黄浦区,121.460605005416,31.2418957069214,0.5,POINT (121.460605005416 31.2418957069214),0.15345483715821362,1.2416314219657085,1.0658642974522792,0.5444788069554779,very unhappy,0.6513828819530543
185,新桥居委会,2,1,0,天目西路街道,静安区,121.452173394486,31.2415690686576,0.5,POINT (121.452173394486 31.2415690686576),0.3040486851419796,1.8008298020148465,0.9461042640306747,0.9355001723842087,very unhappy,0.6328018780955401
186,新桥居委会,2,1,0,张庙街道,宝山区,121.448258999952,31.3412723542357,0.5,POINT (121.448258999952 31.3412723542357),-0.4177632069181401,-0.3241240421718778,-0.4311361203177759,-0.6285852893307142,very unhappy,-0.5369343692934065
187,新桥居委会,2,1,0,罗店镇,宝山区,121.340530951342,31.4122762480504,0.5,POINT (121.340530951342 31.4122762480504),-1.3178643672808792,-0.9951620982308435,0.46706413034425726,-0.6285852893307142,very unhappy,-2.118085627504757
188,新桥居委会,2,1,0,南码头路街道,浦东新区,121.503794218228,31.191124067122,0.5,POINT (121.503794218228 31.191124067122),-1.065143656871341,-0.3241240421718778,-0.790416220582589,-1.0196066547594451,very unhappy,-1.9090576586281656
189,新梅绿岛苑居委会,3,1,1,庙行镇,宝山区,121.42567355469,31.3364438995663,0.9166666666666665,POINT (121.42567355469 31.3364438995663),-0.980326432144852,-1.107001774240671,-0.9700562707149956,-1.0196066547594451,very happy,-0.5712686756177482
191,新泾二村居委会,3,1,1,北新泾街道,长宁区,121.369467594154,31.217472588789,0.9166666666666665,POINT (121.369467594154 31.217472588789),-0.351986583660863,0.23507433787726018,0.047904013368641765,-0.23756392390198353,very happy,1.0130107138599107
192,新泾五村居委会,3,1,1,北新泾街道,长宁区,121.361698883396,31.2206023778974,0.9166666666666665,POINT (121.361698883396 31.2206023778974),0.013246771794017691,0.3469140138870878,-0.19161605347456706,0.15345744152674717,very happy,0.7880649141664597
193,新泾八村居委会,2,1,1,北新泾街道,长宁区,121.35832112422,31.2188030692063,0.8333333333333333,POINT (121.35832112422 31.2188030692063),-0.06637756162268615,0.570593365906743,-0.07185602005296265,-0.23756392390198353,happy,0.8483182872628553
194,新灵居委会,2,1,1,甘泉路街道,普陀区,121.422301700463,31.2684750638731,0.8333333333333333,POINT (121.422301700463 31.2684750638731),0.9531600988651088,-0.6596430702013605,0.047904013368641765,-0.23756392390198353,happy,0.10929321567606312
195,新理想居委会,3,1,0,共和新路街道,静安区,121.450147218319,31.2674345212861,0.5833333333333333,POINT (121.450147218319 31.2674345212861),0.662358185517147,0.12323466186743257,0.3473040969226528,0.5444788069554779,very unhappy,0.17661592511851953
196,新码居委会,3,1,1,小东门街道,黄浦区,121.50050746055,31.2222787726473,0.9166666666666665,POINT (121.50050746055 31.2222787726473),-0.3450627285811496,0.12323466186743257,-0.5508961537393803,-0.6285852893307142,very happy,0.40924017569224674
202,昭通路居委会,3,1,0,外滩街道,黄浦区,121.480756708955,31.235985645721,0.5833333333333333,POINT (121.480756708955 31.235985645721),1.041439251131454,2.6955472100934674,4.778425333522016,2.1085642686704005,very unhappy,0.7405109222643086
203,晋阳居委会,2,1,1,提篮桥街道,虹口区,121.507830564429,31.25484361604,0.8333333333333333,POINT (121.507830564429 31.25484361604),0.49618566360402583,-0.10044469015222258,-0.4910161370285781,0.15345744152674717,happy,0.02467039391751463
207,曹杨花苑居委会,3,1,1,真如镇街道,普陀区,121.399369632202,31.2564660865407,0.9166666666666665,POINT (121.399369632202 31.2564660865407),0.20884567779592064,-0.7714827462111882,-0.31137608689617147,-0.6285852893307142,very happy,0.3232677161305903
208,曹王社区居委会,3,1,0,徐行镇,嘉定区,121.300650320056,31.4332682196526,0.5833333333333333,POINT (121.300650320056 31.4332682196526),-1.326519186130521,-1.2188414502504985,-0.6706561871609847,-1.0196066547594451,very unhappy,-3.2000338502007337
210,未来街区居委会,3,1,1,长征镇,普陀区,121.360039545188,31.2378808581151,0.9166666666666665,POINT (121.360039545188 31.2378808581151),-0.04041310507376101,0.23507433787726018,-0.7305362038717867,-0.6285852893307142,very happy,0.6007289158217701
212,李园二村社区居委会,3,0,1,嘉定镇街道,嘉定区,121.247717585098,31.390366936485,0.5833333333333333,POINT (121.247717585098 31.390366936485),-1.3178643672808792,0.12323466186743257,0.5269441470550594,0.15345744152674717,very unhappy,-3.318841124812185
214,果育居委会,2,1,1,豫园街道,黄浦区,121.48645308674,31.2250363251663,0.8333333333333333,POINT (121.48645308674 31.2250363251663),0.7592921566331341,1.129791745955881,2.98202483219795,-0.6285852893307142,happy,0.7282397214693652
216,柳营新村第二居委会,2,1,1,共和新路街道,静安区,121.45735444725,31.2697782255846,0.8333333333333333,POINT (121.45735444725 31.2697782255846),0.7073632435352838,0.3469140138870878,0.46706413034425726,0.5444788069554779,happy,0.218493248873454
217,柳营桥居委会,2,1,1,共和新路街道,静安区,121.454197480629,31.2669203923622,0.8333333333333333,POINT (121.454197480629 31.2669203923622),0.7454444464737074,0.23507433787726018,0.22754406350104836,0.5444788069554779,happy,0.21860444836668202
218,柿子湾居委会,3,1,1,徐家汇街道,徐汇区,121.423356142971,31.1902461453433,0.9166666666666665,POINT (121.423356142971 31.1902461453433),0.0755614675114381,1.8008298020148465,0.8862242473198725,2.4995856340991316,very happy,1.035127987584311
219,桃园社区居委会,3,1,1,嘉定镇街道,嘉定区,121.241447055837,31.3916518842271,0.9166666666666665,POINT (121.241447055837 31.3916518842271),-1.3230572585906641,-0.21228436616205018,0.46706413034425726,-0.6285852893307142,very happy,-3.8293756614842303
220,桃园社区居委会,3,1,1,嘉定镇街道,嘉定区,121.241447055837,31.3916518842271,0.9166666666666665,POINT (121.241447055837 31.3916518842271),-1.3230572585906641,-0.21228436616205018,0.46706413034425726,-0.6285852893307142,very happy,-3.8293756614842303
221,桑城居委会,3,1,0,五里桥街道,黄浦区,121.477681038349,31.2069590518188,0.5833333333333333,POINT (121.477681038349 31.2069590518188),1.7701749982712878,0.570593365906743,-0.25149607018536924,0.5444788069554779,very unhappy,1.1508596474491326
224,梦湖苑居委会,2,1,1,凉城新村街道,虹口区,121.45846668379,31.2861395259184,0.8333333333333333,POINT (121.45846668379 31.2861395259184),-0.1650424965086018,-0.547803394191533,-0.7305362038717867,-0.6285852893307142,happy,0.031493389873629055
225,梧州居委会,3,1,1,嘉兴路街道,虹口区,121.488322299734,31.2584121385094,0.9166666666666665,POINT (121.488322299734 31.2584121385094),1.1903021353452918,2.58370753408364,0.3473040969226528,-0.6285852893307142,very happy,0.4081648921285885
226,欧三居委会,2,1,1,欧阳路街道,虹口区,121.482185140831,31.2705862367654,0.8333333333333333,POINT (121.482185140831 31.2705862367654),1.462063447224042,2.471867858073812,0.22754406350104836,0.15345744152674717,happy,0.30791873994041796
227,欧四居委会,2,1,1,欧阳路街道,虹口区,121.484418824769,31.2735925894265,0.8333333333333333,POINT (121.484418824769 31.2735925894265),2.076555585548604,1.3534710979755362,-0.07185602005296265,0.9355001723842087,happy,0.30650840061857365
228,民乐社区居委会,4,1,0,嘉定工业区,嘉定区,121.249384334619,31.3722144402442,0.6666666666666666,POINT (121.249384334619 31.3722144402442),-1.3092095484312376,-0.8833224222210158,-0.6107761704501824,-0.6285852893307142,very unhappy,-3.452294553054102
230,民治路居委会,2,1,1,长白新村街道,杨浦区,121.547859914803,31.3008015419576,0.8333333333333333,POINT (121.547859914803 31.3008015419576),-0.1546567138890317,-0.6596430702013605,-0.6107761704501824,-0.23756392390198353,happy,-0.06966714728388879
233,永乐居委会,3,1,1,江宁路街道,静安区,121.437756732387,31.2376073167243,0.9166666666666665,POINT (121.437756732387 31.2376073167243),0.5983125260297981,2.024509154034502,0.5269441470550594,0.5444788069554779,very happy,0.6103898023295795
234,永乐居委会,3,1,1,共和新路街道,静安区,121.441064312068,31.268430402641,0.9166666666666665,POINT (121.441064312068 31.268430402641),0.23654109811477408,-0.3241240421718778,-0.011976003342160441,0.15345744152674717,very happy,0.13123375399531984
236,永美居委会,3,1,1,四川北路街道,虹口区,121.480142927054,31.2619176355904,0.9166666666666665,POINT (121.480142927054 31.2619176355904),1.3720533311877683,3.366585266152433,1.005984280741477,0.15345744152674717,very happy,0.4064613043587863
237,汇佳苑居委会,3,1,1,沪东新村街道,浦东新区,121.575667476772,31.2824489735413,0.9166666666666665,POINT (121.575667476772 31.2824489735413),-1.2347781063243186,-0.9951620982308435,-0.6107761704501824,-1.0196066547594451,very happy,0.4565318350351643
241,江安社区居委会,2,1,1,江桥镇,嘉定区,121.337258533354,31.2557442591902,0.8333333333333333,POINT (121.337258533354 31.2557442591902),-0.5146971780341274,-0.6596430702013605,-0.4311361203177759,-0.23756392390198353,happy,0.44565674746363987
243,汪家井居委会,2,1,1,甘泉路街道,普陀区,121.429311199951,31.2603296657815,0.8333333333333333,POINT (121.429311199951 31.2603296657815),0.6883226420660721,0.3469140138870878,0.047904013368641765,0.15345744152674717,happy,0.27075889169624023
244,沈家滩居委会,1,1,1,定海路街道,杨浦区,121.55128878335,31.2691663781258,0.75,POINT (121.55128878335 31.2691663781258),0.034018337033157806,-0.4359637181817054,-0.7305362038717867,-1.0196066547594451,very unhappy,0.21671574578593006
245,沪东新村一居委会,2,1,1,沪东新村街道,浦东新区,121.579304787485,31.2717919425441,0.8333333333333333,POINT (121.579304787485 31.2717919425441),-1.1828491932264684,-0.4359637181817054,-0.6706561871609847,-0.23756392390198353,happy,0.45305309348332384
246,沪东新村二居委会,2,1,1,沪东新村街道,浦东新区,121.575916377638,31.2718783772853,0.8333333333333333,POINT (121.575916377638 31.2718783772853),-1.2243923237047487,-0.547803394191533,-0.6706561871609847,-0.23756392390198353,happy,-0.031891968447809456
247,河南居委会,2,1,1,虹桥镇,闵行区,121.38794830517,31.176478103082,0.8333333333333333,POINT (121.38794830517 31.176478103082),-0.6999103014164603,-0.3241240421718778,-0.9700562707149956,-0.23756392390198353,happy,1.1778643551287182
248,泗塘五村一居委会,2,1,1,张庙街道,宝山区,121.456767705265,31.3370497953118,0.8333333333333333,POINT (121.456767705265 31.3370497953118),-0.4870017577152738,-0.21228436616205018,-0.31137608689617147,-0.6285852893307142,happy,-0.5208193718130503
249,泾泰居委会,2,1,0,长征镇,普陀区,121.361206873298,31.241928113092,0.5,POINT (121.361206873298 31.241928113092),0.14826194584842858,0.6824330419165707,-0.6706561871609847,-0.6285852893307142,very unhappy,0.5743622923720929
250,洛善居委会,3,1,1,共和新路街道,静安区,121.447726309021,31.2682404577309,0.9166666666666665,POINT (121.447726309021 31.2682404577309),0.5083024099935242,-0.21228436616205018,0.22754406350104836,0.5444788069554779,very happy,0.14544676452712696
253,海棠苑居委会,3,1,1,真如镇街道,普陀区,121.388639087923,31.2505003267287,0.9166666666666665,POINT (121.388639087923 31.2505003267287),0.11710459798971837,-0.3241240421718778,-0.07185602005296265,0.15345744152674717,very happy,0.6465230230999712
254,海棠苑居委会,3,1,1,桃浦镇,普陀区,121.347699290889,31.2856322525265,0.9166666666666665,POINT (121.347699290889 31.2856322525265),-0.32256019957208115,-0.7714827462111882,-0.4910161370285781,-1.0196066547594451,very happy,0.2195129254679078
256,海高新村居委会,1,1,1,高桥镇,浦东新区,121.574844446913,31.3568227745514,0.75,POINT (121.574844446913 31.3568227745514),-1.3040166571214524,-0.9951620982308435,-0.7305362038717867,0.15345744152674717,very unhappy,-0.4961936162393771
257,海高新村居委会,3,1,1,高桥镇,浦东新区,121.574844446913,31.3568227745514,0.9166666666666665,POINT (121.574844446913 31.3568227745514),-1.3040166571214524,-0.9951620982308435,-0.7305362038717867,0.15345744152674717,very happy,-0.4961936162393771
259,淞南九村一居委会,2,1,0,淞南镇,宝山区,121.46930527172,31.3425595295986,0.5,POINT (121.46930527172 31.3425595295986),-0.914549808887575,-0.6596430702013605,-0.19161605347456706,-1.0196066547594451,very unhappy,-0.5184015326659048
260,淞南五村一居委会,3,1,0,淞南镇,宝山区,121.477428365726,31.3414919174181,0.5833333333333333,POINT (121.477428365726 31.3414919174181),-0.4696921200159905,-0.3241240421718778,-0.25149607018536924,-1.0196066547594451,very unhappy,-0.5067967161802425
262,潘东居委会,2,1,1,华阳路街道,长宁区,121.419703628319,31.2151483395243,0.8333333333333333,POINT (121.419703628319 31.2151483395243),0.3975207287181102,0.9061123939362258,1.36526438100629,2.4995856340991316,happy,1.068877557556924
263,潼港一村居委会,3,1,1,高桥镇,浦东新区,121.572080012782,31.3446845331647,0.9166666666666665,POINT (121.572080012782 31.3446845331647),-1.252087744023602,-0.547803394191533,-0.25149607018536924,0.9355001723842087,very happy,-0.4407850291910052
264,瀛兴居委会,4,1,0,竖新镇,崇明区,121.592313500667,31.6145890791227,0.6666666666666666,POINT (121.592313500667 31.6145890791227),-1.326519186130521,-1.2188414502504985,-0.9101762540041934,-1.0196066547594451,very unhappy,-0.9939356435893337
265,灵山路三居委会,3,1,1,金杨新村街道,浦东新区,121.573350620834,31.2527470409432,0.9166666666666665,POINT (121.573350620834 31.2527470409432),-0.9301284828169302,-0.547803394191533,-0.4910161370285781,-0.6285852893307142,very happy,0.45305309348332384
267,牡丹第二居委会,3,1,1,花木街道,浦东新区,121.547792739943,31.2171633407156,0.9166666666666665,POINT (121.547792739943 31.2171633407156),-1.0478340191720574,-0.8833224222210158,-0.6107761704501824,-1.0196066547594451,very happy,-1.3270378990713265
268,牡丹第四居委会,3,1,1,花木街道,浦东新区,121.539261535391,31.2088592680408,0.9166666666666665,POINT (121.539261535391 31.2088592680408),-0.9301284828169302,-0.9951620982308435,-0.4910161370285781,-1.0196066547594451,very happy,-1.3270378990713265
269,玉三居委会,3,1,1,曲阳路街道,虹口区,121.489141469703,31.2797424359646,0.9166666666666665,POINT (121.489141469703 31.2797424359646),1.6697790996154436,1.0179520699460534,-0.5508961537393803,1.71754290324167,very happy,0.25668805566557473
277,番禺居委会,3,1,1,徐家汇街道,徐汇区,121.42265234343,31.2000682808265,0.9166666666666665,POINT (121.42265234343 31.2000682808265),0.35251567069997325,0.12323466186743257,0.3473040969226528,1.3265215378129394,very happy,1.2534377108361168
278,番禺居委会,3,1,1,新华路街道,长宁区,121.423473587236,31.2058928812515,0.9166666666666665,POINT (121.423473587236 31.2058928812515),0.4494496418159605,0.6824330419165707,0.10778403007944398,1.3265215378129394,very happy,1.1978663672052003
279,白渡居委会,2,1,1,小东门街道,黄浦区,121.495701024882,31.221563299007,0.8333333333333333,POINT (121.495701024882 31.221563299007),0.12056652552957504,0.45875368989691534,-0.19161605347456706,-1.0196066547594451,happy,0.12153918708780174
280,盛达家园居委会,2,1,1,淞南镇,宝山区,121.460636124657,31.3368873948374,0.8333333333333333,POINT (121.460636124657 31.3368873948374),-0.6427884970088248,-0.3241240421718778,-0.31137608689617147,-1.0196066547594451,happy,-0.5165692954651848
281,真光新村第八居委会,3,1,1,真如镇街道,普陀区,121.376851546162,31.2519254284158,0.9166666666666665,POINT (121.376851546162 31.2519254284158),0.1863431487868521,-0.7714827462111882,0.40718411363345497,-0.6285852893307142,very happy,0.5799666194573303
282,真北新村第三居委会,3,1,1,真如镇街道,普陀区,121.391829787214,31.259875633154,0.9166666666666665,POINT (121.391829787214 31.259875633154),0.42694711280689207,-0.4359637181817054,-0.6107761704501824,-1.0196066547594451,very happy,0.18856607706415987
283,真如西村居委会,3,1,1,真如镇街道,普陀区,121.39447074263,31.2483672832236,0.9166666666666665,POINT (121.39447074263 31.2483672832236),-0.021372503604549203,0.011394985857605004,-0.07185602005296265,-0.23756392390198353,very happy,0.6291116268401912
284,真西新村第二居委会,3,1,1,真如镇街道,普陀区,121.386647521266,31.2504619958244,0.9166666666666665,POINT (121.386647521266 31.2504619958244),0.14826194584842858,-0.21228436616205018,0.5269441470550594,0.15345744152674717,very happy,0.6521436799177854
285,瞿中居委会,2,1,1,五里桥街道,黄浦区,121.469408242296,31.201687651364,0.8333333333333333,POINT (121.469408242296 31.201687651364),1.6282359691371633,0.3469140138870878,-0.13173603676376483,0.9355001723842087,happy,1.1557511023648155
286,瞿西居委会,4,1,1,五里桥街道,黄浦区,121.466756238709,31.1983983647927,1.0,POINT (121.466756238709 31.1983983647927),1.3807081500374097,0.011394985857605004,-0.19161605347456706,0.5444788069554779,very happy,1.1734988534979807
287,知音苑居委会,3,1,1,长寿路街道,普陀区,121.422274915954,31.2341052964223,0.9166666666666665,POINT (121.422274915954 31.2341052964223),0.37328723593911334,0.570593365906743,-0.07185602005296265,2.4995856340991316,very happy,0.7184015583075548
289,福地苑第一居委会,2,1,1,杨行镇,宝山区,121.445107825865,31.3967744720642,0.8333333333333333,POINT (121.445107825865 31.3967744720642),-1.286707019422169,-1.107001774240671,-1.0299362874257978,-1.0196066547594451,happy,-0.8308865322260369
290,秋水云庐居委会,2,1,1,长寿路街道,普陀区,121.440301075434,31.2468691511904,0.8333333333333333,POINT (121.440301075434 31.2468691511904),0.587926743410228,2.471867858073812,0.46706413034425726,1.71754290324167,happy,0.5123570101571185
296,红春公寓居委会,3,1,1,虹桥镇,闵行区,121.381756553822,31.1882830737049,0.9166666666666665,POINT (121.381756553822 31.1882830737049),-0.8383874030107278,-0.7714827462111882,-0.4311361203177759,0.15345744152674717,very happy,1.4642892900012034
299,绿园居委会,3,1,1,彭浦镇,静安区,121.432446903901,31.2727770383297,0.9166666666666665,POINT (121.432446903901 31.2727770383297),0.3213583228412631,-0.4359637181817054,-0.6107761704501824,-1.0196066547594451,very happy,0.025439660412077254
300,绿地居委会,3,1,1,高行镇,浦东新区,121.609735548656,31.2925200935275,0.9166666666666665,POINT (121.609735548656 31.2925200935275),-1.246894852713817,0.23507433787726018,-0.790416220582589,-0.23756392390198353,very happy,0.4870848073674558
305,罗山五村居委会,2,1,1,金杨新村街道,浦东新区,121.551500067374,31.2520009381927,0.8333333333333333,POINT (121.551500067374 31.2520009381927),-1.1880420845362534,-0.4359637181817054,-0.9101762540041934,-0.6285852893307142,happy,0.05320859580125126
308,羽洋居委会,3,1,1,洋泾街道,浦东新区,121.549324419386,31.2391086332568,0.9166666666666665,POINT (121.549324419386 31.2391086332568),-1.1066867873496211,-0.6596430702013605,-0.7305362038717867,-0.6285852893307142,very happy,-0.334486759838015
309,胶东路一居委会,2,1,1,浦兴路街道,浦东新区,121.596342904101,31.2600710018753,0.8333333333333333,POINT (121.596342904101 31.2600710018753),-1.0737984757209829,-0.7714827462111882,-0.7305362038717867,-1.0196066547594451,happy,0.519382864189744
310,航华三村第一居委会,3,1,1,七宝镇,闵行区,121.344081787744,31.168550777996,0.9166666666666665,POINT (121.344081787744 31.168550777996),-0.9266665552770734,-0.547803394191533,-0.4311361203177759,-0.23756392390198353,very happy,-1.292158124754373
311,艺康苑居委会,1,1,0,彭浦新村街道,静安区,121.440844564525,31.3204542215851,0.41666666666666663,POINT (121.440844564525 31.3204542215851),0.8718048016784765,-0.4359637181817054,0.8263442306090703,0.5444788069554779,very unhappy,-0.5109610175940146
312,芙蓉江路第一居委会,2,1,1,仙霞新村街道,长宁区,121.39197295209,31.2100072436394,0.8333333333333333,POINT (121.39197295209 31.2100072436394),-0.3502556198909347,-0.21228436616205018,0.9461042640306747,1.3265215378129394,happy,1.1255802819893066
313,芝巷居委会,2,1,1,长征镇,普陀区,121.385799277114,31.2394323550192,0.8333333333333333,POINT (121.385799277114 31.2394323550192),-0.009255757215050784,-0.21228436616205018,0.22754406350104836,-1.0196066547594451,happy,0.45453942871102115
314,茂兴路居委会,2,1,1,塘桥街道,浦东新区,121.505756508356,31.2103320023201,0.8333333333333333,POINT (121.505756508356 31.2103320023201),-0.7518392145143106,-0.7714827462111882,-0.4910161370285781,0.15345744152674717,happy,-1.3270378990713265
317,菊泉居委会,3,1,1,顾村镇,宝山区,121.369355967603,31.358504421342,0.9166666666666665,POINT (121.369355967603 31.358504421342),-1.0443720916322008,-0.8833224222210158,-0.6706561871609847,-1.0196066547594451,very happy,-0.9001173564600633
318,蓝天居委会,3,1,1,五角场街道,杨浦区,121.511005990534,31.2991096887611,0.9166666666666665,POINT (121.511005990534 31.2991096887611),2.922996869043565,0.3469140138870878,1.2455043475846859,0.9355001723842087,very happy,0.053687860165654626
319,蓝天居委会,3,1,1,花木街道,浦东新区,121.568416056056,31.239335319969,0.9166666666666665,POINT (121.568416056056 31.239335319969),-1.1032248598097643,-0.7714827462111882,-0.9101762540041934,0.15345744152674717,very happy,0.519382864189744
320,虬江居委会,3,1,1,五角场镇,杨浦区,121.549675649611,31.3112655577593,0.9166666666666665,POINT (121.549675649611 31.3112655577593),-0.7968442725324475,-0.7714827462111882,-0.790416220582589,-1.0196066547594451,very happy,-0.13912079484074813
321,虹二居委会,3,1,1,徐家汇街道,徐汇区,121.421306258876,31.1978573551328,0.9166666666666665,POINT (121.421306258876 31.1978573551328),0.29712483006226625,0.12323466186743257,0.16766404679024619,1.71754290324167,very happy,1.2756788303779585
322,虹仙居委会,3,1,1,仙霞新村街道,长宁区,121.379974957278,31.2070149150063,0.9166666666666665,POINT (121.379974957278 31.2070149150063),-0.8003062000723044,-0.4359637181817054,-0.4910161370285781,-0.23756392390198353,very happy,1.2340164628307875
323,虹仪居委会,3,1,1,欧阳路街道,虹口区,121.484281643083,31.2721365042962,0.9166666666666665,POINT (121.484281643083 31.2721365042962),1.7909465635104278,1.8008298020148465,-0.13173603676376483,0.5444788069554779,very happy,0.3157973978259994
324,虹华苑居委会,2,1,1,虹桥镇,闵行区,121.377224136184,31.1878707354461,0.8333333333333333,POINT (121.377224136184 31.1878707354461),-0.7604940333639523,-0.7714827462111882,-0.07185602005296265,-0.23756392390198353,happy,1.4834202343072764
325,虹南居委会,2,1,1,虹梅路街道,徐汇区,121.403402664401,31.1820388271302,0.8333333333333333,POINT (121.403402664401 31.1820388271302),-0.7051031927262452,-0.8833224222210158,-0.790416220582589,-0.6285852893307142,happy,1.5585833823683939
326,虹南居委会,2,1,1,虹桥街道,长宁区,121.413602092462,31.1934427010198,0.8333333333333333,POINT (121.413602092462 31.1934427010198),-0.196199844367312,0.011394985857605004,-0.4910161370285781,0.9355001723842087,happy,1.2550351066803511
328,虹叶居委会,3,1,1,嘉兴路街道,虹口区,121.499470893866,31.2646606856421,0.9166666666666665,POINT (121.499470893866 31.2646606856421),1.2093427368145038,0.12323466186743257,-0.13173603676376483,0.15345744152674717,very happy,0.39217436415376516
329,虹桥居委会,2,1,1,虹桥街道,长宁区,121.406991489965,31.1997558788307,0.8333333333333333,POINT (121.406991489965 31.1997558788307),-0.3796820039797165,-0.3241240421718778,0.047904013368641765,0.15345744152674717,happy,1.2498339582324902
330,虹桥居委会,2,1,1,虹桥镇,闵行区,121.388636106671,31.1821196258201,0.8333333333333333,POINT (121.388636106671 31.1821196258201),-0.713758011575887,-0.6596430702013605,-0.8502962372933912,0.15345744152674717,happy,1.5874720747791438
331,虹纺居委会,2,1,0,仙霞新村街道,长宁区,121.384202481359,31.2045261950279,0.5,POINT (121.384202481359 31.2045261950279),-0.713758011575887,-0.3241240421718778,-0.37125610360697364,-0.6285852893307142,very unhappy,1.2622741665971913
332,西安居委会,3,1,1,提篮桥街道,虹口区,121.491387458164,31.2524056214223,0.9166666666666665,POINT (121.491387458164 31.2524056214223),0.6502414391276485,0.23507433787726018,-0.13173603676376483,-0.6285852893307142,very happy,0.30419644336285906
333,西成居委会,4,1,1,淮海中路街道,黄浦区,121.47001245541,31.2192640230163,1.0,POINT (121.47001245541 31.2192640230163),0.6640891492870752,0.7942727179263982,1.4251443977170923,-0.23756392390198353,very happy,1.009320456795331
337,西街居委会,2,1,1,大场镇,宝山区,121.411306443437,31.303954335724,0.8333333333333333,POINT (121.411306443437 31.303954335724),-0.7622249971338807,-0.9951620982308435,-0.6706561871609847,-0.6285852893307142,happy,-0.3849294564881793
338,西街居委会,2,1,1,高桥镇,浦东新区,121.574903545861,31.3442102055366,0.8333333333333333,POINT (121.574903545861 31.3442102055366),-1.2503567802536737,-0.6596430702013605,-0.31137608689617147,0.9355001723842087,happy,-0.5031671603435459
340,谈家宅居委会,2,1,1,共和新路街道,静安区,121.446236546079,31.2674430756374,0.8333333333333333,POINT (121.446236546079 31.2674430756374),0.44598771427610384,-0.10044469015222258,0.5868241637658617,0.15345744152674717,happy,0.14544676452712696
341,谈家桥八十弄居委会,2,1,1,共和新路街道,静安区,121.448308589469,31.2620583381218,0.8333333333333333,POINT (121.448308589469 31.2620583381218),0.5031095186837392,0.12323466186743257,0.46706413034425726,0.15345744152674717,happy,0.263955396723359
346,通河七村一居委会,3,1,0,张庙街道,宝山区,121.448384208064,31.331089917066,0.5833333333333333,POINT (121.448384208064 31.331089917066),0.6225460188087949,0.23507433787726018,-0.011976003342160441,0.15345744152674717,very unhappy,-0.5179381204315637
